type;id;time;arrival;departure;latitude;longitude;altitude;speed;distance;distance_interval;name;stop;stop id;stop time
T;851;15:17:04;15:17:04;15:17:04;51,058256;13,732328;91;6,1;4987,7;3,4;MJ;0;;0:00:00
T;852;15:17:06;15:17:06;15:17:06;51,058265;13,732272;91;7,3;4991,8;4,1;MJ;0;;0:00:00
T;853;15:17:08;15:17:08;15:17:08;51,058282;13,732212;91;8,3;4996,4;4,6;MJ;0;;0:00:00
T;854;15:17:10;15:17:10;15:17:10;51,058302;13,732138;91;10,1;5002;5,6;MJ;0;;0:00:00
T;855;15:17:12;15:17:12;15:17:12;51,058324;13,732108;94;5,8;5005,3;3,3;MJ;0;;0:00:00
T;856;15:17:14;15:17:14;15:17:14;51,058351;13,73209;94;5,9;5008,5;3,2;MJ;0;;0:00:00
T;857;15:17:16;15:17:16;15:17:16;51,058378;13,732049;94;7,5;5012,7;4,2;MJ;0;;0:00:00
T;858;15:17:18;15:17:17;15:17:19;51,058398;13,73197;96;10,7;5018,6;5,9;MJ;1;21;0:00:02
T;859;15:17:20;15:17:20;15:17:20;51,058418;13,731902;96;9,4;5023,9;5,3;MJ;0;;0:00:00
T;860;15:17:22;15:17:22;15:17:22;51,058424;13,731822;96;10,1;5029,6;5,7;MJ;0;;0:00:00
T;861;15:17:24;15:17:24;15:17:24;51,058438;13,731736;96;11,2;5035,8;6,2;MJ;0;;0:00:00
T;862;15:17:26;15:17:26;15:17:26;51,058465;13,731677;96;9,2;5040,9;5,1;MJ;0;;0:00:00
T;863;15:17:28;15:17:28;15:17:28;51,058463;13,731616;96;7,7;5045,2;4,3;MJ;0;;0:00:00
T;864;15:17:30;15:17:30;15:17:30;51,058484;13,731571;96;7;5049,1;3,9;MJ;0;;0:00:00
T;865;15:17:32;15:17:32;15:17:32;51,058523;13,731533;97;9,2;5054,2;5,1;MJ;0;;0:00:00
T;866;15:17:34;15:17:34;15:17:34;51,058576;13,731492;97;11,8;5060,8;6,6;MJ;0;;0:00:00
T;867;15:17:36;15:17:36;15:17:36;51,058649;13,731437;97;16,2;5069,7;8,9;MJ;0;;0:00:00
T;868;15:17:37;15:17:37;15:17:37;51,058725;13,731392;97;32,5;5078,8;9,1;MJ;0;;0:00:00
T;869;15:17:40;15:17:40;15:17:40;51,058758;13,731365;97;5;5082,9;4,1;MJ;0;;0:00:00
T;870;15:17:42;15:17:42;15:17:42;51,058765;13,731343;99;3,1;5084,6;1,7;MJ;0;;0:00:00
T;871;15:17:44;15:17:44;15:17:44;51,05878;13,731333;99;3,3;5086,4;1,8;MJ;0;;0:00:00
T;872;15:17:46;15:17:46;15:17:46;51,058836;13,731309;99;11,6;5092,9;6,5;MJ;0;;0:00:00
T;873;15:17:48;15:17:48;15:17:48;51,058889;13,731294;99;10,8;5098,9;6;MJ;0;;0:00:00
T;874;15:17:50;15:17:50;15:17:50;51,058907;13,731339;99;6,7;5102,6;3,7;MJ;0;;0:00:00
T;875;15:17:52;15:17:52;15:17:52;51,058909;13,731362;99;2,9;5104,2;1,6;MJ;0;;0:00:00
T;876;15:17:54;15:17:54;15:17:54;51,058897;13,731404;99;5,8;5107,5;3,3;MJ;0;;0:00:00
T;877;15:17:56;15:17:56;15:17:56;51,058886;13,731407;99;2,2;5108,7;1,2;MJ;-1;22;0:00:00
;;;;;;;;;;;;;;
