type;id;time;A;D;latitude;longitude;altitude;speed;distance;distance_interval;name;stop;stop id;stop time;arrival;departure
T;1;14:48:14;14:48:14;14:48:14;51,05750275;13,73105621;117,4;0;0,00;0;Lazslo;-1;;0:00:00;0:00:00;0:00:00
T;2;14:48:17;14:48:17;14:48:17;51,05750656;13,73105907;116,9;0,6;0,50;0,47;Lazslo;0;;0:00:00;0:00:03;0:00:03
T;3;14:48:22;14:48:22;14:48:22;51,05763626;13,7309227;115;12,4;17,80;17,31;Lazslo;0;;0:00:00;0:00:08;0:00:08
T;4;14:48:25;14:48:25;14:48:25;51,057724;13,7308197;113,1;14,5;29,90;12,14;Lazslo;0;;0:00:00;0:00:11;0:00:11
T;5;14:48:29;14:48:29;14:48:29;51,0577507;13,73061371;111,2;13,2;44,70;14,74;Lazslo;0;;0:00:00;0:00:15;0:00:15
T;6;14:48:34;14:48:34;14:48:34;51,05771637;13,73033619;111,7;14,2;64,50;19,83;Lazslo;0;;0:00:00;0:00:20;0:00:20
T;7;14:48:38;14:48:38;14:48:38;51,0577507;13,73013115;113,1;13,3;79,40;14,87;Lazslo;0;;0:00:00;0:00:24;0:00:24
T;8;14:48:44;14:48:44;14:48:44;51,05772781;13,72983742;114,5;12,4;100,10;20,75;Lazslo;0;;0:00:00;0:00:30;0:00:30
T;9;14:48:46;14:48:46;14:48:46;51,05775833;13,72974873;114,5;12,7;107,20;7,08;Lazslo;0;;0:00:00;0:00:32;0:00:32
T;10;14:48:52;14:48:51;14:48:53;51,05786896;13,72949696;117,4;0;128,70;21,5;Lazslo;1;1;0:00:02;0:00:37;0:00:39
T;11;14:48:53;14:48:53;14:48:53;51,05787659;13,7294817;117,4;4,9;130,10;1,4;Lazslo;0;;0:00:00;0:00:39;0:00:39
T;12;14:48:58;14:48:58;14:48:58;51,0579567;13,72935772;117,4;8,9;142,50;12,4;Lazslo;0;;0:00:00;0:00:44;0:00:44
T;13;14:49:03;14:49:03;14:49:03;51,05802155;13,72912979;115,5;12,6;160,10;17,6;Lazslo;0;;0:00:00;0:00:49;0:00:49
T;14;14:49:08;14:49:08;14:49:08;51,05802536;13,72888851;114,1;12,1;177,00;16,9;Lazslo;0;;0:00:00;0:00:54;0:00:54
T;15;14:49:09;14:49:09;14:49:09;51,05801773;13,72883701;114,1;13,3;180,70;3,7;Lazslo;0;;0:00:00;0:00:55;0:00:55
T;16;14:49:15;14:49:15;14:49:15;51,05797577;13,7285862;112,1;10,9;198,90;18,2;Lazslo;0;;0:00:00;0:01:01;0:01:01
T;17;14:49:18;14:49:18;14:49:18;51,0579834;13,72847462;112,1;9,4;206,80;7,9;Lazslo;0;;0:00:00;0:01:04;0:01:04
T;18;14:49:22;14:49:22;14:49:22;51,05793381;13,72830486;112,1;11,8;219,90;13,1;Lazslo;0;;0:00:00;0:01:08;0:01:08
T;19;14:49:27;14:49:27;14:49:27;51,05784226;13,72829914;111,2;7,3;230,10;10,2;Lazslo;0;;0:00:00;0:01:13;0:01:13
T;20;14:49:31;14:49:31;14:49:31;51,05771637;13,7282505;106,4;13;244,50;14,4;Lazslo;0;;0:00:00;0:01:17;0:01:17
T;21;14:49:38;14:49:38;14:49:38;51,05750656;13,72828102;101,6;12;267,90;23,4;Lazslo;0;;0:00:00;0:01:24;0:01:24
T;22;14:49:44;14:49:44;14:49:44;51,0573349;13,72835445;100,6;11,9;287,70;19,8;Lazslo;0;;0:00:00;0:01:30;0:01:30
T;23;14:49:49;14:49:49;14:49:49;51,05720902;13,72842789;100,6;10,7;302,60;14,9;Lazslo;0;;0:00:00;0:01:35;0:01:35
T;24;14:49:54;14:49:54;14:49:54;51,05709076;13,7285223;109,7;10,6;317,40;14,8;Lazslo;0;;0:00:00;0:01:40;0:01:40
T;25;14:50:00;14:50:00;14:50:00;51,05696487;13,72869015;109,7;11;335,60;18,2;Lazslo;0;;0:00:00;0:01:46;0:01:46
T;26;14:50:07;14:50:07;14:50:07;51,0567894;13,72878742;106,4;10,6;356,30;20,7;Lazslo;0;;0:00:00;0:01:53;0:01:53
T;27;14:50:13;14:50:13;14:50:13;51,05665207;13,72891522;104,4;10,6;374,00;17,7;Lazslo;0;;0:00:00;0:01:59;0:01:59
T;28;14:50:18;14:50:18;14:50:18;51,05659103;13,7290411;107,3;8;385,20;11,2;Lazslo;0;;0:00:00;0:02:04;0:02:04
T;29;14:50:23;14:50:23;14:50:23;51,05654526;13,72920895;106,8;9,2;398,00;12,8;Lazslo;0;;0:00:00;0:02:09;0:02:09
T;30;14:50:25;14:50:24;14:50:26;51,05655289;13,72928333;111,2;0;403,30;5,3;Lazslo;1;2;0:00:02;0:02:10;0:02:12
T;31;14:50:30;14:50:30;14:50:30;51,05661392;13,72931862;114,5;5,2;410,50;7,2;Lazslo;0;;0:00:00;0:02:16;0:02:16
T;32;14:50:36;14:50:36;14:50:36;51,05667877;13,72914028;115,5;8,6;424,90;14,4;Lazslo;0;;0:00:00;0:02:22;0:02:22
T;33;14:50:37;14:50:37;14:50:37;51,0566864;13,72909355;115;12,1;428,30;3,4;Lazslo;0;;0:00:00;0:02:23;0:02:23
T;34;14:50:43;14:50:43;14:50:43;51,05675125;13,72887898;113,6;10;445,00;16,7;Lazslo;0;;0:00:00;0:02:29;0:02:29
T;35;14:50:50;14:50:50;14:50:50;51,05690002;13,72875023;110,2;9,7;463,90;18,9;Lazslo;0;;0:00:00;0:02:36;0:02:36
T;36;14:50:55;14:50:55;14:50:55;51,0570221;13,72864056;109,2;11,2;479,50;15,6;Lazslo;0;;0:00:00;0:02:41;0:02:41
T;37;14:51:01;14:51:01;14:51:01;51,05717087;13,7285614;108,8;10,5;496,90;17,4;Lazslo;0;;0:00:00;0:02:47;0:02:47
T;38;14:51:04;14:51:04;14:51:04;51,05721283;13,72847271;110,7;9,3;504,70;7,8;Lazslo;0;;0:00:00;0:02:50;0:02:50
T;39;14:51:07;14:51:07;14:51:07;51,05718613;13,72836876;113,6;9,4;512,60;7,9;Lazslo;0;;0:00:00;0:02:53;0:02:53
T;40;14:51:12;14:51:12;14:51:12;51,05720902;13,72809982;115;13,7;531,60;19;Lazslo;0;;0:00:00;0:02:58;0:02:58
T;41;14:51:17;14:51:17;14:51:17;51,05726624;13,72790718;118,9;10,7;546,50;14,9;Lazslo;0;;0:00:00;0:03:03;0:03:03
T;42;14:51:21;14:51:21;14:51:21;51,05731201;13,72781181;124,6;7,5;554,90;8,4;Lazslo;0;;0:00:00;0:03:07;0:03:07
T;43;14:51:25;14:51:25;14:51:25;51,05738068;13,72776318;128;7,5;563,30;8,4;Lazslo;0;;0:00:00;0:03:11;0:03:11
T;44;14:51:31;14:51:31;14:51:31;51,05747986;13,72763825;120,3;8,4;577,40;14,1;Lazslo;0;;0:00:00;0:03:17;0:03:17
T;45;14:51:33;14:51:33;14:51:33;51,05753326;13,72760677;118,9;11,4;583,70;6,3;Lazslo;0;;0:00:00;0:03:19;0:03:19
T;46;14:51:36;14:51:36;14:51:36;51,05760193;13,72760296;118,9;9,2;591,40;7,7;Lazslo;0;;0:00:00;0:03:22;0:03:22
T;47;14:51:41;14:51:41;14:51:41;51,05774689;13,72744179;109,7;14,2;611,10;19,7;Lazslo;0;;0:00:00;0:03:27;0:03:27
T;48;14:51:46;14:51:46;14:51:46;51,05767441;13,72732925;105,4;8,1;622,30;11,2;Lazslo;0;;0:00:00;0:03:32;0:03:32
T;49;14:51:50;14:51:50;14:51:50;51,05762482;13,72727394;107,8;6,1;629,10;6,8;Lazslo;0;;0:00:00;0:03:36;0:03:36
T;50;14:51:55;14:51:55;14:51:55;51,05748367;13,72737312;107,3;12,4;646,30;17,2;Lazslo;0;;0:00:00;0:03:41;0:03:41
T;51;14:51:56;14:51:56;14:51:56;51,05744553;13,7273674;106,8;15,3;650,50;4,2;Lazslo;0;;0:00:00;0:03:42;0:03:42
T;52;14:52:02;14:52:02;14:52:02;51,05731964;13,72728348;108,8;9,1;665,70;15,2;Lazslo;0;;0:00:00;0:03:48;0:03:48
T;53;14:52:06;14:52:06;14:52:06;51,05731583;13,72723675;113,6;3;669,00;3,3;Lazslo;0;;0:00:00;0:03:52;0:03:52
T;54;14:52:19;14:52:19;14:52:19;51,05731964;13,72726917;137,6;0,6;671,30;2,3;Lazslo;0;;0:00:00;0:04:05;0:04:05
T;55;14:52:24;14:52:23;14:52:25;51,05725861;13,72713471;156,4;0;682,90;11,6;Lazslo;1;3;0:00:02;0:04:09;0:04:11
T;56;14:52:29;14:52:29;14:52:29;51,05726624;13,72698498;166,9;7,6;693,50;10,6;Lazslo;0;;0:00:00;0:04:15;0:04:15
T;57;14:52:33;14:52:33;14:52:33;51,05722427;13,72683525;169,8;10,3;705,00;11,5;Lazslo;0;;0:00:00;0:04:19;0:04:19
T;58;14:52:36;14:52:36;14:52:36;51,05714417;13,72666168;172,2;18,1;720,00;15;Lazslo;0;;0:00:00;0:04:22;0:04:22
T;59;14:52:40;14:52:40;14:52:40;51,05695725;13,72684288;170,3;21,9;744,40;24,4;Lazslo;0;;0:00:00;0:04:26;0:04:26
T;60;14:52:41;14:52:41;14:52:41;51,05695343;13,72686386;169,3;5,5;745,90;1,5;Lazslo;0;;0:00:00;0:04:27;0:04:27
T;61;14:52:45;14:52:45;14:52:45;51,05693054;13,72690296;166,9;3,4;749,70;3,8;Lazslo;0;;0:00:00;0:04:31;0:04:31
T;62;14:52:50;14:52:50;14:52:50;51,05696106;13,72692394;150,1;2,7;753,40;3,7;Lazslo;0;;0:00:00;0:04:36;0:04:36
T;63;14:52:51;14:52:51;14:52:51;51,05692673;13,72687721;148,7;18,1;758,40;5;Lazslo;0;;0:00:00;0:04:37;0:04:37
T;64;14:52:56;14:52:56;14:52:56;51,05670548;13,72676277;132,3;18,6;784,30;25,9;Lazslo;0;;0:00:00;0:04:42;0:04:42
T;65;14:52:57;14:52:57;14:52:57;51,05667496;13,72675514;129,9;12,4;787,70;3,4;Lazslo;0;;0:00:00;0:04:43;0:04:43
T;66;14:53:03;14:53:03;14:53:03;51,05654144;13,72666168;120,3;9,7;804,00;16,3;Lazslo;0;;0:00:00;0:04:49;0:04:49
T;67;14:53:07;14:53:07;14:53:07;51,05657196;13,72656155;113,1;7;811,80;7,8;Lazslo;0;;0:00:00;0:04:53;0:04:53
T;68;14:53:11;14:53:10;14:53:12;51,05666351;13,72647095;111,2;0;823,80;12;Lazslo;1;4;0:00:02;0:04:56;0:04:58
T;69;14:53:18;14:53:18;14:53:18;51,05657196;13,72636128;109,7;6,6;836,50;12,7;Lazslo;0;;0:00:00;0:05:04;0:05:04
T;70;14:53:23;14:53:23;14:53:23;51,05641556;13,72640705;107,8;12,7;854,20;17,7;Lazslo;0;;0:00:00;0:05:09;0:05:09
T;71;14:53:28;14:53:28;14:53:28;51,05630112;13,72623444;109,7;12,6;871,80;17,6;Lazslo;0;;0:00:00;0:05:14;0:05:14
T;72;14:53:29;14:53:29;14:53:29;51,05627441;13,72620773;109,2;12,6;875,30;3,5;Lazslo;0;;0:00:00;0:05:15;0:05:15
T;73;14:53:34;14:53:34;14:53:34;51,05612946;13,72609711;112,1;12,9;893,20;17,9;Lazslo;0;;0:00:00;0:05:20;0:05:20
T;74;14:53:42;14:53:42;14:53:42;51,05598831;13,72583389;114,5;10,9;917,40;24,2;Lazslo;0;;0:00:00;0:05:28;0:05:28
T;75;14:53:45;14:53:45;14:53:45;51,05594254;13,72575188;114,1;9,2;925,10;7,7;Lazslo;0;;0:00:00;0:05:31;0:05:31
T;76;14:53:50;14:53:50;14:53:50;51,05586243;13,72560692;115;9,7;938,60;13,5;Lazslo;0;;0:00:00;0:05:36;0:05:36
